age,age_onset,birthplace,filename,native_language,sex,speakerid,country,zero_crossing_rate
54.0,0.0,"chicago, illinois, usa",english339,english,male,1220,usa,57756.0
18.0,0.0,"ronkonkoma, new york, usa",english34,english,female,93,usa,69705.0
19.0,0.0,"charleston, west virginia, usa",english340,english,male,1222,usa,87276.0
23.0,0.0,"new york, new york, usa",english341,english,female,1224,usa,46972.0
33.0,0.0,"kansas city, missouri, usa",english342,english,male,1225,usa,53763.0
23.0,0.0,"portland, maine, usa",english343,english,male,1226,usa,63252.0
19.0,0.0,"lumberton, north carolina, usa",english344,english,female,1232,usa,71942.0
20.0,0.0,"kansas city, missouri, usa",english345,english,male,1233,usa,53114.0
60.0,0.0,"east hartford, connecticut, usa",english346,english,male,1235,usa,57786.0
22.0,0.0,"burnsville, minnesota, usa",english347,english,female,1236,usa,119967.0
24.0,0.0,"warrenton, virginia, usa",english349,english,female,1239,usa,126343.0
60.0,0.0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,80793.0
18.0,0.0,"polesworth, staffordshire, uk",english350,english,female,1241,uk,32291.0
37.0,0.0,"carthage, missouri, usa",english351,english,male,1242,usa,55992.0
18.0,0.0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,42302.0
19.0,0.0,"los angeles, california, usa",english355,english,male,1256,usa,62664.0
23.0,0.0,"morden, manitoba, canada",english356,english,female,1257,canada,80047.0
24.0,0.0,"alto, georgia, usa",english357,english,male,1258,usa,55080.0
19.0,0.0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,53784.0
32.0,0.0,"sackville, new brunswick, canada",english359,english,male,1276,canada,76919.0
60.0,0.0,"arcadia, wisconsin, usa",english36,english,male,95,usa,54017.0
19.0,0.0,"erie, pennsylvania, usa",english360,english,female,1277,usa,107967.0
20.0,0.0,"burnsville, minnesota, usa",english361,english,female,1280,usa,97462.0
20.0,0.0,"castle donington, uk",english363,english,male,1287,uk,57777.0
28.0,0.0,"sydney, australia",english364,english,female,1288,australia,113786.0
52.0,0.0,"oxford, uk",english365,english,male,1292,uk,61973.0
25.0,0.0,"bournesmouth, uk",english366,english,female,1293,uk,106912.0
25.0,0.0,"birkenhead, uk",english367,english,female,1294,uk,116546.0
43.0,0.0,"strattford-on-avon, uk",english368,english,male,1295,uk,122503.0
27.0,0.0,"mcminnville, oregon, usa",english369,english,male,1297,usa,78033.0
28.0,0.0,"yole, india",english37,english,female,96,india,96730.0
22.0,0.0,"pondicherry, india",english370,english,male,1302,india,75444.0
27.0,0.0,"colorado springs, colorado, usa",english371,english,female,1303,usa,108610.0
80.0,0.0,"christiansburg, virginia, usa",english372,english,male,1307,usa,40629.0
22.0,0.0,"russellville, kentucky, usa",english373,english,male,1308,usa,73381.0
36.0,0.0,"milford haven, wales, uk",english374,english,male,1310,uk,51640.0
28.0,0.0,"manchester, connecticut, usa",english375,english,male,1312,usa,64722.0
46.0,0.0,"pasadena, california, usa",english376,english,male,1315,usa,32318.0
32.0,0.0,"trenton, michigan, usa",english377,english,female,1319,usa,43188.0
38.0,0.0,"silver spring, maryland, usa",english378,english,female,1320,usa,32563.0
43.0,0.0,"summit, new jersey, usa",english379,english,male,1321,usa,43102.0
27.0,0.0,"littlehampton, uk",english38,english,male,97,uk,71287.0
34.0,0.0,"roanoke, virginia, usa",english380,english,female,1323,usa,47447.0
85.0,0.0,"pike county, kentucky, usa",english381,english,male,1324,usa,97972.0
34.0,0.0,"arlington, virginia, usa",english382,english,male,1325,usa,58116.0
32.0,0.0,"washington, district of columbia, usa",english383,english,female,1326,usa,56346.0
57.0,0.0,"williamson, west virginia, usa",english384,english,male,1327,usa,68994.0
77.0,0.0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,88736.0
56.0,0.0,"los angeles, california, usa",english386,english,female,1330,usa,61399.0
21.0,0.0,"lancaster, california, usa",english387,english,female,1331,usa,42712.0
70.0,0.0,"bluefield, west virginia, usa",english388,english,female,1332,usa,60945.0
71.0,0.0,"aldie, virginia, usa",english389,english,female,1333,usa,44495.0
59.0,0.0,"new orleans, louisiana, usa",english39,english,female,98,usa,91984.0
74.0,0.0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,85639.0
84.0,0.0,"milton, florida, usa",english391,english,female,1335,usa,53315.0
62.0,0.0,"warrenton, virginia, usa",english392,english,male,1336,usa,53581.0
58.0,0.0,"washington, district of columbia, usa",english393,english,female,1337,usa,45700.0
82.0,0.0,"aiken, south carolina, usa",english394,english,female,1339,usa,60477.0
39.0,0.0,"alexandria, virginia, usa",english395,english,male,1340,usa,37160.0
48.0,0.0,"orange, virginia, usa",english396,english,female,1341,usa,47666.0
76.0,0.0,"wadesboro, north carolina, usa",english397,english,female,1342,usa,60277.0
83.0,0.0,"salisbury, north carolina, usa",english398,english,female,1343,usa,50831.0
80.0,0.0,"la grange, georgia, usa",english399,english,female,1345,usa,56078.0
53.0,0.0,"dudley, uk",english40,english,male,100,uk,81435.0
59.0,0.0,"shanklin, isle of wight, uk",english400,english,female,1348,uk,74418.0
26.0,0.0,"canberra, australia",english402,english,female,1350,australia,74854.0
29.0,0.0,"sydney, australia",english403,english,female,1351,australia,75238.0
29.0,0.0,"windsor, australia",english404,english,male,1352,australia,72936.0
32.0,0.0,"geelong, australia",english405,english,female,1353,australia,67176.0
24.0,0.0,"pensacola, florida, usa",english406,english,female,1358,usa,82556.0
47.0,0.0,"windsor, ontario, canada",english407,english,male,1360,canada,53422.0
64.0,0.0,"lynwood, california, usa",english408,english,male,1361,usa,61204.0
60.0,0.0,"maitland, australia",english409,english,female,1362,australia,74342.0
26.0,0.0,"washington, district of columbia, usa",english411,english,female,1371,usa,51356.0
31.0,0.0,"washington, district of columbia, usa",english412,english,female,1372,usa,39991.0
20.0,0.0,"manchester, england, uk",english413,english,female,1373,uk,71307.0
30.0,0.0,"woonsocket, rhode island, usa",english414,english,female,1374,usa,60555.0
32.0,0.0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,66002.0
34.0,0.0,"sydney, australia",english416,english,male,1377,australia,121248.0
20.0,0.0,"cardiff, wales, uk",english417,english,female,1380,uk,99554.0
27.0,0.0,"youngstown, ohio, usa",english419,english,male,1385,usa,53375.0
38.0,0.0,"landstuhl, germany",english421,english,male,1388,germany,70986.0
31.0,0.0,"rochester, new york, usa",english422,english,male,1390,usa,80937.0
24.0,0.0,"baltimore, maryland, usa",english423,english,female,1395,usa,86305.0
75.0,0.0,"danville, virginia, usa",english424,english,male,1409,usa,71540.0
31.0,0.0,"danville, virginia, usa",english425,english,male,1410,usa,65705.0
30.0,0.0,"florence, south carolina, usa",english426,english,female,1411,usa,100710.0
68.0,0.0,"hanover, pennsylvania, usa",english427,english,female,1412,usa,67411.0
55.0,0.0,"kingstree, south carolina, usa",english428,english,female,1413,usa,93722.0
19.0,0.0,"philadelphia, pennsylvania, usa",english429,english,female,1416,usa,44009.0
47.0,0.0,"vancouver, british columbia, canada",english43,english,male,103,canada,86780.0
23.0,0.0,"melbourne, australia",english430,english,female,1419,australia,72768.0
23.0,0.0,"green bay, wisconsin, usa",english431,english,female,1423,usa,32858.0
32.0,0.0,"gladwin, michigan, usa",english433,english,female,1430,usa,59470.0
24.0,0.0,"kansas city, kansas, usa",english434,english,male,1469,usa,51346.0
20.0,0.0,"palm springs, california, usa",english435,english,female,1471,usa,76703.0
21.0,0.0,"cleveland, ohio, usa",english437,english,male,1477,usa,78536.0
20.0,0.0,"houston, texas, usa",english438,english,female,1492,usa,71955.0
18.0,0.0,"richmond, british columbia, canada",english439,english,female,1493,canada,65199.0
63.0,0.0,"winston salem, north carolina, usa",english44,english,female,104,usa,117805.0
22.0,0.0,"glasgow, scotland, uk",english440,english,female,1502,uk,55625.0
19.0,0.0,"oquawka, illinois, usa",english441,english,female,1524,usa,67993.0
23.0,0.0,"salisbury mills, new york, usa",english442,english,male,1528,usa,73038.0
31.0,0.0,"fort collins, colorado, usa",english443,english,male,1530,usa,77026.0
24.0,0.0,"anniston, alabama, usa",english444,english,male,1531,usa,51853.0
60.0,0.0,"san francisco, california, usa",english445,english,male,1532,usa,97305.0
23.0,0.0,"moorhead, minnesota, usa",english446,english,female,1533,usa,59795.0
21.0,0.0,"hartford, connecticut, usa",english447,english,male,1534,usa,98555.0
20.0,0.0,"isle of arran, scotland, uk",english448,english,male,1536,uk,85960.0
27.0,0.0,"barton, vermont, usa",english449,english,male,1538,usa,53593.0
52.0,0.0,"pine bluff, arkansas, usa",english45,english,male,105,usa,105688.0
26.0,0.0,"windsor, uk",english450,english,male,1544,uk,84074.0
44.0,0.0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,52934.0
24.0,0.0,"newcastle, australia",english452,english,male,1547,australia,30738.0
21.0,0.0,"chicago, illinois, usa",english453,english,female,1548,usa,75595.0
19.0,0.0,"raleigh, north carolina, usa",english454,english,female,1550,usa,77291.0
29.0,0.0,"washington, dc, usa",english455,english,female,1552,usa,55626.0
37.0,0.0,"lancashire, leyland, uk",english456,english,female,1554,uk,68943.0
43.0,0.0,"syracuse, new york, usa",english457,english,male,1555,usa,104150.0
22.0,0.0,"reno, nevada, usa",english458,english,female,1559,usa,63173.0
19.0,0.0,"charlotte, north carolina, usa",english459,english,male,1560,usa,100371.0
73.0,0.0,"creswell, north carolina, usa",english46,english,male,106,usa,87801.0
19.0,0.0,"rutland, england, uk",english460,english,female,1561,uk,82248.0
44.0,0.0,"poughkeepsie, new york, usa",english461,english,female,1563,usa,87803.0
20.0,0.0,"paducah, kentucky, usa",english462,english,male,1564,usa,93594.0
53.0,0.0,"brooklyn, new york, usa",english463,english,female,1571,usa,70569.0
27.0,0.0,"ottawa, ontario, canada",english464,english,male,1618,canada,67446.0
20.0,0.0,"aylesbury, buckinghamshire, uk",english465,english,male,1635,uk,41470.0
18.0,0.0,"portland, maine, usa",english466,english,male,1637,usa,108172.0
23.0,1.0,"pozzuoli, italy",english467,english,male,1639,italy,90022.0
30.0,0.0,"myrtle beach, south carolina, usa",english468,english,male,1640,usa,70930.0
22.0,0.0,"knoxville, tennessee, usa",english469,english,male,1641,usa,104677.0
76.0,0.0,"plantersville, arkansas, usa",english47,english,female,107,usa,77486.0
21.0,0.0,"leighton buzzard, uk",english470,english,male,1642,uk,61964.0
26.0,0.0,"calgary, alberta, canada",english471,english,female,1648,canada,96347.0
20.0,0.0,"nottingham, uk",english473,english,male,1650,uk,36870.0
33.0,0.0,"rochester, minnesota, usa",english474,english,female,1656,usa,54652.0
29.0,0.0,"ogden, utah, usa",english475,english,female,1657,usa,43059.0
64.0,0.0,"manchester, new hampshire, usa",english476,english,female,1658,usa,60239.0
31.0,0.0,"san diego, california, usa",english477,english,female,1659,usa,118054.0
19.0,0.0,"sydney, nova scotia, canada",english478,english,male,1661,canada,94245.0
64.0,0.0,"new york, new york, usa",english479,english,female,1664,usa,60535.0
58.0,0.0,"winston-salem, north carolina, usa",english480,english,male,1665,usa,51631.0
88.0,0.0,"stringtown, oklahoma, usa",english481,english,female,1666,usa,82971.0
74.0,0.0,"yeadon, pennsylvania, usa",english482,english,female,1667,usa,67647.0
19.0,0.0,"boston, massachusetts, usa",english483,english,male,1668,usa,65549.0
20.0,0.0,"cromwell, connecticut, usa",english485,english,male,1674,usa,80008.0
22.0,0.0,"london, uk",english487,english,female,1688,uk,60155.0
35.0,0.0,"irvine, scotland, uk",english488,english,female,1692,uk,131207.0
43.0,0.0,"castro valley, california, usa",english49,english,male,109,usa,91640.0
22.0,0.0,"omaha, nebraska, usa",english492,english,female,1716,usa,93773.0
20.0,0.0,"miami, florida, usa",english493,english,male,1718,usa,65781.0
27.5,0.0,"findlay, ohio, usa",english494,english,male,1719,usa,53321.0
21.0,0.0,"kirkland, washington, usa",english495,english,male,1720,usa,81690.0
20.0,0.0,"london, england, uk",english496,english,male,1724,uk,46995.0
22.0,0.0,"cleveland, ohio, usa",english497,english,male,1726,usa,139288.0
27.0,0.0,"prince george, british columbia, canada",english498,english,male,1727,canada,103839.0
21.0,0.0,"st. paul, minnesota, usa",english499,english,female,1728,usa,83915.0
62.0,0.0,"fairfax, virginia, usa",english5,english,male,110,usa,70581.0
29.0,0.0,"baltic, south dakota, usa",english50,english,female,111,usa,84426.0
38.0,0.0,"albury, new south wales, australia",english500,english,male,1733,australia,92847.0
64.0,0.0,"pittsburgh, pennsylvania, usa",english501,english,female,1734,usa,130101.0
30.0,0.0,"farmington hills, michigan, usa",english502,english,female,1735,usa,80746.0
25.0,0.0,"west palm beach, florida, usa",english504,english,male,1786,usa,85568.0
30.0,0.0,"new orleans, louisiana, usa",english506,english,female,1799,usa,89499.0
20.0,0.0,"winfield, illinois, usa",english508,english,female,1801,usa,80911.0
44.0,0.0,"coudersport, pennsylvania, usa",english509,english,female,1802,usa,105485.0
67.0,0.0,"detroit, michigan, usa",english51,english,male,112,usa,61991.0
66.0,0.0,"philadelphia, pennsylvania, usa",english510,english,female,1803,usa,105180.0
31.0,0.0,"montgomery, alabama, usa",english511,english,female,1818,usa,88764.0
54.0,0.0,"salina, kansas, usa",english512,english,female,1819,usa,69768.0
57.0,0.0,"youngstown, ohio, usa",english514,english,male,1872,usa,67276.0
55.0,0.0,"youngstown, ohio, usa",english515,english,female,1873,usa,71284.0
32.0,0.0,"dripping springs, texas, usa",english516,english,female,1875,usa,48948.0
33.0,0.0,"colorado springs, colorado, usa",english517,english,male,1876,usa,42287.0
20.0,0.0,"calgary, alberta, canada",english52,english,male,113,canada,55426.0
47.0,0.0,"st. paul, minnesota, usa",english520,english,female,1884,usa,104033.0
25.0,0.0,"bethesda, maryland, usa",english521,english,female,1886,usa,79290.0
22.0,0.0,"bethpage, new york, usa",english522,english,female,1887,usa,66394.0
18.0,0.0,"madison, wisconsin, usa",english523,english,female,1888,usa,62841.0
19.0,0.0,"downers grove, illinois, usa",english524,english,male,1890,usa,73293.0
18.0,0.0,"albion, new york, usa",english525,english,female,1893,usa,75247.0
20.0,0.0,"woodbridge, virginia, usa",english526,english,male,1895,usa,89944.0
25.0,0.0,"wynnewood, pennsylvania, usa",english527,english,female,1907,usa,87706.0
52.0,0.0,"green bay, wisconsin, usa",english528,english,female,1908,usa,93150.0
29.0,0.0,"burlington, vermont, usa",english529,english,female,1925,usa,74474.0
63.0,0.0,"syracuse, new york, usa",english53,english,male,114,usa,60279.0
50.0,0.0,"detroit, michigan, usa",english530,english,female,1926,usa,106566.0
29.0,0.0,"nokesville, virginia, usa",english531,english,female,1928,usa,93573.0
23.0,0.0,"bristol, connecticut, usa",english532,english,female,1933,usa,80813.0
38.0,0.0,"fairfax, virginia, usa",english533,english,female,1934,usa,108584.0
29.0,0.0,"mineola, new york, usa",english534,english,female,1951,usa,114206.0
22.0,0.0,"plymouth, massachusetts, usa",english535,english,female,1955,usa,78199.0
21.0,0.0,"richmond, virginia, usa",english536,english,female,1956,usa,86624.0
21.0,0.0,"woodbridge, virginia, usa",english537,english,female,1957,usa,87175.0
20.0,0.0,"lyndhurst, virginia, usa",english538,english,female,1958,usa,93377.0
19.0,0.0,"orange county, california, usa",english539,english,female,1959,usa,85935.0
40.0,0.0,"new albany, indiana, usa",english54,english,female,115,usa,80534.0
18.0,0.0,"arlington, virginia, usa",english540,english,female,1960,usa,79323.0
27.0,0.0,"fort lauderdale, florida, usa",english541,english,female,1961,usa,63564.0
60.0,0.0,"toronto, ontario, canada",english542,english,male,1962,canada,75862.0
39.0,0.0,"vancouver, british columbia, canada",english543,english,female,1969,canada,87682.0
31.0,0.0,"hanover, new hampshire, usa",english544,english,male,1970,usa,45988.0
56.0,0.0,"tangier island, virginia, usa",english545,english,male,1995,usa,77494.0
43.0,0.0,"tangier island, virginia, usa",english546,english,female,1996,usa,87932.0
63.0,0.0,"tangier island, virginia, usa",english547,english,male,1997,usa,112132.0
19.0,0.0,"exminister, uk",english549,english,female,2012,uk,55463.0
53.0,0.0,"st. louis, missouri, usa",english55,english,female,116,usa,113557.0
82.0,0.0,"fredericksburg, virginia, usa",english550,english,male,2028,usa,112849.0
81.0,0.0,"king george, virginia, usa",english551,english,female,2029,usa,127525.0
23.0,0.0,"bethesda, maryland, usa",english552,english,female,2043,usa,68250.0
21.0,0.0,"nashville, tennessee, usa",english553,english,male,2046,usa,72337.0
22.0,0.0,"hoffman estates, illinois, usa",english554,english,female,2047,usa,23945.0
90.0,0.0,"brooklyn, new york, usa",english555,english,male,2049,usa,79095.0
84.0,0.0,"brooklyn, new york, usa",english556,english,female,2050,usa,87864.0
23.0,0.0,"queens, new york, usa",english558,english,male,2055,usa,35271.0
19.0,0.0,"reston, virginia, usa",english559,english,female,2056,usa,115793.0
20.0,0.0,"londonderry, northern ireland, uk",english56,english,male,117,uk,108944.0
22.0,0.0,"hartford, connecticut, usa",english560,english,female,2059,usa,104981.0
20.0,0.0,"yorktown, virginia, usa",english561,english,female,2060,usa,107514.0
30.0,0.0,"florence, south carolina, usa",english562,english,female,2061,usa,108627.0
32.0,0.0,"manassas, virginia, usa",english563,english,male,2074,usa,105431.0
52.0,0.0,"casper, wyoming, usa",english564,english,male,2077,usa,86835.0
27.0,0.0,"portland, oregon, usa",english565,english,female,2080,usa,74072.0
22.0,0.0,"derby, england, uk",english566,english,male,2081,uk,88812.0
24.0,0.0,"new york, new york, usa",english567,english,male,2101,usa,74838.0
86.0,0.0,"quincy, florida, usa",english568,english,female,2103,usa,82233.0
24.0,0.0,"sydney, australia",english569,english,male,2104,australia,97268.0
34.0,0.0,"birmingham 1, uk",english57,english,male,118,uk,49592.0
42.0,0.0,"parma, ohio, usa",english570,english,female,2106,usa,61179.0
39.0,0.0,"washington, dc, usa",english571,english,male,2113,usa,34408.0
51.0,0.0,"fort worth, texas, usa",english572,english,male,2121,usa,66934.0
46.0,0.0,"painesville, ohio, usa",english573,english,male,2124,usa,45357.0
26.0,0.0,"toronto, ontario, canada",english574,english,female,2162,canada,91458.0
24.0,0.0,"great falls, virginia, usa",english575,english,male,2165,usa,53711.0
63.0,0.0,"washington, dc, usa",english576,english,female,2167,usa,141879.0
38.0,0.0,"san leandro, california, usa",english577,english,female,2170,usa,86157.0
60.0,0.0,"salford, lancashire, uk",english578,english,male,2171,uk,80948.0
22.0,0.0,"adelaide, australia",english579,english,male,2172,australia,17967.0
46.0,0.0,"southhampton, uk",english58,english,female,119,uk,94294.0
30.0,0.0,"columbus, ohio, usa",english59,english,male,120,usa,73804.0
45.0,0.0,"brooklyn, new york, usa",english6,english,female,121,usa,100270.0
18.0,0.0,"chesapeake, virginia, usa",english60,english,male,122,usa,74001.0
19.0,0.0,"toronto, ontario, canada",english61,english,male,123,canada,50844.0
30.0,0.0,"west jordan, utah, usa",english62,english,male,124,usa,78303.0
21.0,0.0,"lewisville, texas, usa",english63,english,male,125,usa,87801.0
25.0,0.0,"montreal, quebec, canada",english64,english,female,126,canada,70676.0
47.0,0.0,"lewistown, pennsylvania, usa",english65,english,male,127,usa,56459.0
19.0,0.0,"baltimore, maryland, usa",english66,english,male,128,usa,40764.0
37.0,0.0,"princeton, indiana, usa",english67,english,male,129,usa,94027.0
52.0,0.0,"new york, new york, usa",english68,english,male,130,usa,80435.0
23.0,0.0,"adelaide, australia",english69,english,male,131,australia,41937.0
52.0,0.0,"macon, mississippi, usa",english7,english,male,132,usa,69396.0
21.0,0.0,"beaumont, texas, usa",english70,english,male,133,usa,51180.0
20.0,0.0,"west covina, california, usa",english71,english,male,134,usa,33796.0
24.0,0.0,"darwin, australia",english73,english,male,136,australia,83793.0
21.0,0.0,"wichita, kansas, usa",english74,english,male,137,usa,53929.0
32.0,0.0,"idaho falls, idaho, usa",english75,english,male,138,usa,108221.0
18.0,0.0,"boston, massachusetts, usa",english76,english,female,139,usa,64402.0
26.0,0.0,"melbourne, australia",english77,english,male,140,australia,95612.0
20.0,0.0,"caribou, maine, usa",english78,english,female,141,usa,96053.0
73.0,0.0,"boston, massachusetts, usa",english79,english,male,142,usa,65925.0
21.0,0.0,"perth, australia",english8,english,female,143,australia,63502.0
34.0,0.0,"glasgow, scotland, uk",english80,english,male,144,uk,53915.0
30.0,0.0,"st. paul, minnesota, usa",english81,english,male,145,usa,50256.0
50.0,0.0,"chicago, illinois, usa",english82,english,female,146,usa,37640.0
42.0,0.0,"winnfield, louisiana, usa",english83,english,female,147,usa,99868.0
45.0,0.0,"sydney, australia",english84,english,male,148,australia,72483.0
31.0,0.0,"strabane, northern ireland, uk",english85,english,male,149,uk,21647.0
50.0,0.0,"charleston, south carolina, usa",english86,english,male,150,usa,59300.0
18.0,0.0,"tamworth, australia",english87,english,female,151,australia,63433.0
18.0,0.0,"grand rapids, michigan, usa",english88,english,male,152,usa,58485.0
18.0,0.0,"kingston ma, massachusetts, usa",english89,english,male,153,usa,28661.0
48.0,0.0,"carthage, texas, usa",english9,english,female,154,usa,80432.0
53.0,0.0,"pittsburgh, pennsylvania, usa",english90,english,male,155,usa,67274.0
22.0,0.0,"wisconsin rapids, wisconsin, usa",english92,english,female,157,usa,56787.0
22.0,0.0,"mamou, louisiana, usa",english93,english,female,158,usa,90513.0
55.0,0.0,"pensacola, florida, usa",english94,english,female,159,usa,68092.0
18.0,0.0,"mishawaka, indiana, usa",english95,english,male,160,usa,71044.0
31.0,0.0,"point pleasant, new jersey, usa",english96,english,male,161,usa,52210.0
42.0,0.0,"wilmington nc, north carolina, usa",english97,english,male,162,usa,67732.0
22.0,0.0,"spokane, washington, usa",english98,english,male,163,usa,48433.0
52.0,0.0,"pittsburgh, pennsylvania, usa",english99,english,female,164,usa,100032.0
52.0,6.0,"bethesda, maryland, usa",farsi14,farsi,female,1572,usa,127789.0
30.0,5.0,"victoria, british columbia, canada",finnish5,finnish,male,873,canada,78051.0
19.0,9.0,"montreal, quebec, canada",french12,french,female,524,canada,61675.0
19.0,7.0,"montreal, quebec, canada",french16,french,female,658,canada,41389.0
22.0,6.0,"washington, dc, usa",french18,french,male,741,usa,67099.0
23.0,12.0,"alma, quebec, canada",french20,french,male,804,canada,54682.0
78.0,16.0,"ghent, belgium",french22,french,female,822,belgium,89719.0
76.0,16.0,"ghent, belgium",french23,french,female,823,belgium,73127.0
27.0,11.0,"montreal, quebec, canada",french26,french,female,917,canada,65150.0
62.0,10.0,"montreal, quebec, canada",french33,french,male,1127,canada,83323.0
22.0,8.0,"montreal, quebec, canada",french38,french,male,1424,canada,57107.0
22.0,8.0,"montreal, quebec, canada",french45,french,male,1567,canada,69670.0
18.0,5.0,"liege, wallonia, belgium",french51,french,male,1765,belgium,106542.0
18.0,5.0,"rimouski, quebec, canada",french7,french,male,185,canada,70630.0
66.0,16.0,"ghent, belgium",french8,french,male,186,belgium,108677.0
72.0,40.0,"pingxiang, jiangxi, china",gan1,gan,male,1632,china,182394.0
51.0,9.0,"dilla, ethiopia",gedeo1,gedeo,male,1090,ethiopia,69912.0
48.0,12.0,"dusseldorf, germany",german1,german,female,189,germany,40341.0
24.0,10.0,"darmstadt, germany",german10,german,male,635,germany,48850.0
20.0,11.0,"frankfurt, germany",german11,german,female,640,germany,49359.0
31.0,11.0,"bremen, germany",german16,german,female,881,germany,65863.0
53.0,10.0,"frankfurt, germany",german17,german,female,882,germany,56536.0
19.0,11.0,"offenbach, germany",german19,german,female,928,germany,41221.0
29.0,12.0,"bemberg, germany",german2,german,female,190,germany,43964.0
21.0,12.0,"elsterwerda, germany",german22,german,female,1092,germany,76013.0
24.0,11.0,"herdecke, germany",german23,german,male,1255,germany,78648.0
27.0,10.0,"niedersachsen, germany",german24,german,male,1383,germany,44266.0
21.0,11.0,"geislingen, germany",german25,german,female,1443,germany,59937.0
77.0,24.0,"stuttgart, germany",german26,german,female,1452,germany,105647.0
23.0,10.0,"bielefeld, germany",german27,german,male,1494,germany,83870.0
53.0,12.0,"coburg, germany",german29,german,female,1619,germany,75637.0
19.0,12.0,"meissen, germany",german3,german,female,191,germany,54506.0
21.0,10.0,"datteln, germany",german31,german,female,1685,germany,76545.0
29.0,12.0,"niedersachsen, germany",german32,german,female,1707,germany,82889.0
39.0,10.0,"stuttgart, germany",german33,german,male,1877,germany,106986.0
28.0,11.0,"bochum, germany",german34,german,male,1879,germany,57894.0
51.0,11.0,"ingolstadt, germany",german35,german,female,1972,germany,88279.0
18.0,14.0,"hamburg, germany",german36,german,female,1994,germany,79126.0
19.0,11.0,"stuttgart, germany",german4,german,female,192,germany,55075.0
47.0,12.0,"halle, germany",german5,german,male,193,germany,112482.0
20.0,11.0,"berlin, germany",german7,german,male,501,germany,66032.0
25.0,10.0,"bernburg, germany",german8,german,male,545,germany,22413.0
22.0,8.0,"wuppertal, germany",german9,german,male,616,germany,103337.0
24.0,4.0,"bethlehem, pennsylvania, usa",greek12,greek,male,1712,usa,109707.0
22.0,3.0,"lancaster, pennsylvania, usa",greek14,greek,female,1816,usa,94397.0
20.0,15.0,"ahmedabad, india",gujarati1,gujarati,male,198,india,64618.0
22.0,8.0,"bombay, india",gujarati2,gujarati,male,199,india,53954.0
53.0,16.0,"ahmedabad, india",gujarati4,gujarati,female,610,india,92202.0
28.0,3.0,"bombay, india",gujarati5,gujarati,female,1016,india,65655.0
29.0,5.0,"kutch, gujarat, india",gujarati6,gujarati,male,1143,india,58280.0
40.0,4.0,"hyderabad, india",gujarati7,gujarati,female,1504,india,46467.0
27.0,7.0,"ahmedabad, india",gujarati8,gujarati,female,1678,india,85110.0
19.0,9.0,"surat, india",gujarati9,gujarati,male,2041,india,101107.0
51.0,12.0,"hosanna, ethiopia",hadiyya1,hadiyya,male,1022,ethiopia,95003.0
30.0,11.0,"hosanna, ethiopia",hadiyya2,hadiyya,male,1032,ethiopia,75269.0
27.0,2.0,"nagpur, maharashtra, india",hindi1,hindi,male,207,india,65857.0
19.0,10.5,"new delhi, india",hindi10,hindi,female,1202,india,43173.0
20.0,4.0,"chandigarh, india",hindi11,hindi,male,1437,india,63066.0
25.0,4.0,"allahabad, india",hindi12,hindi,female,1440,india,47803.0
43.0,13.0,"jaipur, india",hindi13,hindi,female,1633,india,108116.0
53.0,12.0,"new delhi, india",hindi14,hindi,male,1697,india,88333.0
23.0,1.0,"new delhi, india",hindi15,hindi,female,1794,india,96923.0
25.0,5.0,"new delhi, india",hindi16,hindi,male,1966,india,62239.0
47.0,3.0,"new delhi, india",hindi17,hindi,female,1988,india,131325.0
21.0,5.0,"new delhi, india",hindi18,hindi,female,2125,india,66308.0
31.0,3.0,"hyderabad, india",hindi2,hindi,male,587,india,152557.0
42.0,5.0,"jalandhar, india",hindi3,hindi,male,593,india,54540.0
28.0,14.0,"bhilwara, rajisthan, india",hindi4,hindi,female,765,india,63313.0
64.0,10.0,"hubballi, karnataka, india",hindi5,hindi,female,845,india,52320.0
27.0,4.0,"new delhi, india",hindi6,hindi,female,866,india,38071.0
60.0,5.0,"allahabad, utter pardesh, india",hindi7,hindi,female,867,india,53728.0
19.0,8.0,"imphal, india",hindi8,hindi,male,910,india,39087.0
31.0,4.0,"durgapur, west bengal, india",hindi9,hindi,male,1017,india,51310.0
29.0,22.0,"carbonia, italy",italian1,italian,female,217,italy,69737.0
48.0,12.0,"palermo, italy",italian10,italian,male,627,italy,45805.0
30.0,18.0,"cagliari, italy",italian11,italian,male,641,italy,50800.0
20.0,8.0,"enna, italy",italian13,italian,male,733,italy,42267.0
20.0,8.0,"cosenza, italy",italian14,italian,male,761,italy,79538.0
48.0,15.0,"forli, italy",italian15,italian,male,839,italy,48037.0
40.0,14.0,"mantua, italy",italian16,italian,male,942,italy,56058.0
28.0,14.0,"turin, italy",italian17,italian,male,995,italy,45708.0
20.0,8.0,"grugliasco, italy",italian18,italian,male,1043,italy,86390.0
19.0,11.0,"rome, italy",italian19,italian,male,1114,italy,76897.0
46.0,18.0,"caltanissetta, sicily, italy",italian2,italian,male,218,italy,95979.0
